date,conversation_id,kor_sent,eng_sent,qna_id
20200307,3,집은 어땠어요?,How was the house?,
20200307,4,집이 깨끗하고 밝았어요.,The house was clean and bright.,
20200309,1,유학 생활은 어때요?,How is your life studying in a foreign country?,
20200309,2,혼자 살아서 좀 외로워요.,I feel a bit lonely as I live alone.,
20200309,3,고향에서는 가족들과 같이 살았어요?,Did you live with your family in your hometown?,
20200309,4,"네, 고향에서는 가족들과 살아서 외롭지 않았어요.",Yes. I didn't feel lonely as I lived with my family in my hometown.,
20200310,1,내일 한국어 수업이 끝나고 같이 점심 먹읍시다.,Let's have lunch together tomorrow after Korean class.,
20200310,2,미안해요. 저는 수업이 끝나고 아르바이트를 해요. 그래서 못 먹어요.,Sorry. I have a part-time job after class. So I can't have lunch together with you.,
20200310,3,날마다 아르바이트를 해요?,Do you work part-time everyday?,
20200310,4,"아니요, 주말에는 쉬어요.","No, I don't work on weekends.",
20200311,1,이사할 집은 구했어요?,Have you found a new place to move in?,
20200311,2,"네, 구했어요. 학교 근처예요.","Yes, I have. It's near our school.",
20200311,3,우리 학교 근처는 집값이 비싸지 않아요?,Isn't a house near our school expensive?,
20200311,4,조금 비싸지만 집이 깨끗해서 마음에 들어요.,"It's a bit expensive, but I like the house because it's clean.",
20200312,1,한국어 시험 공부 많이 했어요?,Have you studied hard for the Korean language exam?,
20200312,2,"아니요, 많이 못 했어요.","No, I haven't studied much.",
20200312,3,그럼 이번 주말에 만나서 같이 공부해요.,"Then, let's meet this weekend and study together.",
20200312,4,좋아요. 학교 근처 카페에서 공부합시다.,OK. Let's study at a café near the school.,
20200313,1,언제 고향에 돌아갈 거예요?,When are you going back to your hometown?,
20200313,2,일주일 후에 갈 거예요.,I'm going back in a week.,
20200313,3,짐은 다 쌌어요?,Have you packed?,
20200313,4,"아니요, 아직 다 못 쌌어요.","No, I haven't packed yet.",
20200314,1,졸업한 후에 뭘 할 거예요?,What are you going to do after graduation?,
20200314,2,글쎄요. 유양 씨는요?,"Well, I don't know yet. How about you, Ms. Yooyang?",
20200314,3,저는 여행을 한 후에 고향에 돌아갈 거예요.,I'm going back to my hometown after I travel around.,
20200314,4,저는 한국에서 대학원에 다니고 싶어요.,I want to study at a graduate school in Korea.,
20200316,1,다음 달에 제가 좋아하는 가수가 콘서트를 해요.,"Next month, a singer that I like is going to have a concert.",
20200316,2,그래요? 같이 갈까요?,Is it so? Shall we go together?,
20200316,3,좋아요. 그 가수의 콘서트는 인기가 많으니까 빨리 예매합시다.,"OK. The singer's concert is really popular, so let's hurry and book the tickets.",
20200316,4,"네, 그럽시다.","Yes, let's do that.",
20200317,1,지금 어디예요?,Where are you now?,
20200317,2,거의 다 왔어요.,I'm almost there.,
20200317,3,공연이 곧 시작되니까 빨리 오세요.,The performance is about to begin. So please come quickly.,
20200317,4,"네, 빨리 갈게요.","Yes, I will be there soon.",
20200318,1,오래 기다렸어요?,Have you waited long?,
20200318,2,"아니요, 저도 10분 전에 왔어요.","No, I got here ten minutes ago.",
20200318,3,공연 시간에 안 늦어서 다행이에요.,It's good that I'm not late for the performance.,
20200318,4,"네, 그럼 이제 자리에 가서 앉읍시다.","Yes, let's go and sit down.",
20200319,1,저 가수 노래 정말 잘하지요?,"That singer sings really well, doesn't he/she?",
20200319,2,"네, 정말 잘하는군요. 이번 신곡이 참 좋아요.","Yes, he/she does. I like his/her new song very much.",
20200319,3,지난번 앨범도 좋았지요?,"His/her last album was good, wasn't it?",
20200319,4,"네, 하지만 저는 이번 앨범이 더 좋아요.","Yes, it was, but I like this album better.",
20200320,1,저 가수 노래를 다 알아요?,Do you know all of his songs?,
20200320,2,"네, 콘서트에 오기 전에 많이 들었어요.","Yes, I listened to them before I came to the concert.",
20200320,3,저 가수를 정말 좋아하는군요.,You really like the singer.,
20200320,4,"네, 제가 제일 좋아하는 가수예요.","Yes, he/she is my favorite singer.",
20200321,1,콘서트는 어땠어요?,How was the concert?,
20200321,2,정말 재미있었어요.,It was really fun.,
20200321,3,사인도 받으셨어요?,Did you get his/her signature?,
20200321,4,"아니요, 사람이 너무 많아서 못 받았어요. 다음 콘서트에 가면 꼭 사인을 받을 거예요.","No, I couldn't get his/her signature because there were too many people. I will definitely get his/her signature when I go to his/her next concert.",
20200323,1,전화로) 피자 하나 주문하고 싶어요.,(On the phone) I'd like to order a pizza.,
20200323,2,네? 어디에 전화하셨어요?,Yeah? Where did you call?,
20200323,3,거기 피자집 아니에요?,Isnt' it a pizza house?,
20200323,4,아닙니다. 전화 잘못 거셨습니다.,"No, you have the wrong number.",
20200324,1,혹시 흐엉 씨 전화번호를 알아요?,"By any chance, do you know Ms. Huong's phone number?",
20200324,2,"아니요, 몰라요.","No, I don’t know.",
20200324,3,그럼 누가 알까요?,"Then, who would know her phone number?",
20200324,4,아마 서연 씨가 알 거예요. 서연 씨한테 한번 물어보세요.,"Maybe, Ms. Seoyon will know. Why don't you ask Ms. Seoyon?",
20200325,1,"서연 씨, 오랜만이에요. 혹시 흐엉 씨 전화번호를 알아요?","Ms. Seoyon, it's been a long time. By any chance, do you know Ms. Huong's phone number?",
20200325,2,"네, 알아요. 잠시만요. 지금 적을 수 있어요?","Yes, I do. Wait a minute. Can you write it down now?",
20200325,3,"네, 말씀하세요.","Yes, please speak.",
20200325,4,흐엉 씨 전화번호는 014-312-6428입니다.,Ms. Huong's phone number is 014-312-6428.,
20200326,1,어디에 전화해요?,Who are you calling?,
20200326,2,서연 씨한테요. 그런데 계속 통화 중이에요.,"I am calling Ms. Seoyon, but the line remains busy.",
20200326,3,그래요? 무슨 일이 있어요?,Yeah? Why are you calling?,
20200326,4,"네, 서연 씨한테 부탁할 일이 있어요.","Well, I have a favor to ask her.",
20200327,1,여보세요?,Hello?,
20200327,2,"우빈 씨, 오랜만이에요. 그런데 지금 통화할 수 있어요?","Mr. Woobin, it's been a long time. Can you speak on the phone right now?",
20200327,3,죄송해요. 지금은 제가 전화를 받을 수 없어요.,I'm sorry but I can't speak on the phone right now.,
20200327,4,"네, 그럼 나중에 다시 걸게요.","Then, I will call later.",
20200328,1,여보세요? 회계 팀 정영수입니다.,Hello? This is Youngsoo Jung from the Accounting Team.,
20200328,2,저는 디자인 팀 흐엉입니다. 김 부장님께서는 지금 자리에 안 계세요?,"Hello, this is Huong from the Design Team. Can I talk to General Manager Kim?",
20200328,3,"네, 김 부장님께서는 지금 회의 중이십니다. 메모 남기시겠습니까?","No, General Manager Kim is in a meeting now. Do you want to leave a message?",
20200328,4,"아니요, 급한 일이 아니니까 나중에 다시 걸게요.","No, it's not urgent. I will call later.",
20200330,1,골프를 칠 줄 알아요?,Do you know how to play golf?,
20200330,2,"네, 골프를 칠 줄 알아요. 그런데 잘 못 쳐요.","Yes, I know how to play golf. But I am not good at it.",
20200330,3,골프를 치러 어디로 가세요?,Where do you go to play golf?,
20200330,4,보통 가까운 교외로 가요.,I usually go to the suburbs near from my house.,
20200331,1,인라인스케이트를 타러 갈까요?,Shall we go to inline skate?,
20200331,2,저는 인라인스케이트를 탈 줄 몰라요.,I don't know how to inline skate.,
20200331,3,그럼 자전거는 탈 줄 아세요?,"Then, do you know how to ride a bicycle?",
20200331,4,"네, 자전거는 탈 줄 알아요.","Yes, I know how to ride a bicycle.",
20200401,1,무슨 운동을 좋아하세요?,What sports do you like?,
20200401,2,야구를 좋아해요. 그래서 야구 선수가 되고 싶었어요.,I like baseball. So I wanted to become a baseball player.,
20200401,3,요즘도 야구를 자주 하세요?,Do you often play baseball these days?,
20200401,4,"아니요, 시간이 없어서 자주 못 해요.","No, I don’t have much time to play baseball often.",
20200402,1,이번 주말에 뭐 할 거예요?,What are you going to do this weekend?,
20200402,2,가족들하고 등산을 갈 거예요.,I am going to go hiking with my family.,
20200402,3,모두 다 같이 가요?,Are all of you going together?,
20200402,4,"아니요, 일이 있어서 우리 형만 못 가요.","No, only my elder brother can't go because he has work to do.",
20200403,1,수영을 날마다 하세요?,Do you swim everyday?,
20200403,2,"네, 거의 날마다 해요. 하루에 한 시간쯤 해요.","Yes, I do almost everyday. I do for about an hour a day.",
20200403,3,힘들지 않아요?,Isn't it hard?,
20200403,4,좀 힘들지만 스트레스가 풀려요.,It's a bit hard but it relieves my stress.,
20200404,1,여름 방학이 언제예요?,When is your summer vacation?,
20200404,2,월 15일부터 8월 29일까지예요.,It is from June 15th till August 29th.,
20200404,3,방학이 기네요.,The vacation is long.,
20200404,4,"네, 그래서 여행을 갈 거예요.",Yes. So I am planning to go on a trip.,
20200406,1,휴가 때 뭐 할 거예요?,What are you going to do during the holidays?,
20200406,2,친구들이랑 해외여행을 갈 거예요.,I am going on an overseas trip with my friends.,
20200406,3,부러워요. 어디로 갈 거예요?,I'm envious of you. Where are you going to go?,
20200406,4,일본으로 갈 거예요.,I am going to go to Japan.,
20200407,1,연휴 때 계획이 있어요?,Do you have a plan for holidays?,
20200407,2,여행을 가고 싶지만 같이 갈 사람이 없어요.,"I want to go on a trip, but I don’t have anybody to come with me.",
20200407,3,저는 친구 몇 명이랑 제주도에 갈 거예요. 같이 갈래요?,I am going to go to Jeju Island with a few friends of mine. Shall we go together?,
20200407,4,좋아요. 마침 잘됐네요.,That sounds good. It's just great.,
20200408,1,우리 내일 오후에 출발하지요? 저는 회사에서 일을 끝내고 갈게요.,Aren't we leaving tomorrow afternoon? I will come after I  finish my work at the company.,
20200408,2,기차역으로 바로 오실래요?,Would you like to come directly to the train station?,
20200408,3,"네, 바로 갈게요.","Yes, I would go directly.",
20200408,4,그럼 내일 봬요.,"Then, see you tomorrow.",
20200409,1,이번 연휴에 흐엉 씨랑 여행을 갈 거예요. 같이 가시겠어요?,I am going to travel with Ms. Huong during the coming holidays. Will you come along with us?,
20200409,2,어디로 가려고 해요?,Where are you planning to go?,
20200409,3,가까운 섬으로 가려고 해요.,I am going to go to a nearby island.,
20200409,4,좋아요. 같이 갑시다.,That sounds good. Let's go together.,
20200410,1,흐엉 씨도 이번 여행 같이 가지요?,"Ms. Huong, aren't you also going on a trip together?",
20200410,2,글쎄요. 저는 안 가려고 해요.,"Well, I am not going though.",
20200410,3,정말요? 왜요?,Really? Why?,
20200410,4,가고 싶지만 할 일이 너무 많아요.,"I want to go, but I have too much work to do.",
20200411,1,그 티셔츠 새로 샀어요? 처음 봐요.,Did you buy the t-shirt? It's the first time I see you wearing it.,
20200411,2,친구가 준 선물인데 아주 마음에 들어요.,It is a gift from my friend and I like it a lot.,
20200411,3,정말 예쁘네요. 잘 어울려요.,It's really pretty. It looks good on you.,
20200411,4,고마워요. 편해서 좋아요.,Thank you. It's good because it's comfortable.,
20200413,1,그건 무슨 편지예요?,What is that letter?,
20200413,2,제가 미국으로 유학을 가기 전에 남자 친구가 저에게 쓴 편지예요.,This is a letter my boyfriend wrote to me before I went overseas to study.,
20200413,3,헤어질 때 울었어요?,Did you cry when you were separated?,
20200413,4,"네, 너무 슬퍼서 많이 울었어요.","Yes, I cried a lot because I was too sad.",
20200414,1,이건 무슨 사진이에요?,What is this picture?,
20200414,2,프랑스에 여행을 갔을 때 찍은 사진이에요.,It is a picture that I took when I went on a trip to France.,
20200414,3,경치가 참 아름답네요.,The scenery is so beautiful.,
20200414,4,그렇지요? 또 가고 싶어요.,Is it so? I want to go there again.,
20200415,1,강아지가 참 귀엽군요. 언제부터 키웠어요?,The puppy is so cute. From when have you raised it?,
20200415,2,몇 년 전에 제가 집에 가는데 저를 따라왔어요.,"Several years ago, I was on my way home and it followed me.",
20200415,3,주인이 없었어요?,Wasn't there its owner?,
20200415,4,"네, 주인을 못 찾아서 제가 키웠어요.","No, there wasn't. I have raised it because we couldn't find its owner.",
20200416,1,무엇을 찾아요?,What are you looking for?,
20200416,2,귀걸이가 떨어졌는데 안 보여요.,"I dropped my earring, but I can't find it.",
20200416,3,비싼 거예요?,Is it something expensive?,
20200416,4,비싸지 않지만 너무 소중한 거예요.,"It's not expensive, but it's so precious for me.",
20200417,1,아까 가수 김성진 씨를 만났는데 제 손바닥에 사인을 해 줬어요.,"I met a singer, Mr. Sungjin Kim, a little while ago. He signed his signature on my palm.",
20200417,2,정말요? 보여 주세요.,Really? Show it to me.,
20200417,3,이거 보세요. 저는 손을 안 씻을 거예요.,Look at this. I am not going to wash my hand.,
20200417,4,그게 그렇게 소중해요?,Is it that precious?,
20200418,1,실례합니다. 길 좀 가르쳐 주시겠어요?,Excuse me. Would you please show me the way?,
20200418,2,어딜 찾으세요?,Where are you looking for?,
20200418,3,서울역에 가려고 해요.,I am going to go to Seoul Station.,
20200418,4,오른쪽으로 쭉 가면 서울역이 있어요.,"If you go straight to the right, you will see Seoul Station.",
20200420,1,휴가 때 우리 강아지 좀 돌봐 줄 수 있어요?,Can you take care of my puppy during the vacation?,
20200420,2,왜요? 여행 가려고 해요?,Why? Are you going on a trip?,
20200420,3,"네, 여행 갈 때 데리고 갈 수 없어서요.",Yes. It's because I can’t take it with me.,
20200420,4,알겠어요. 걱정하지 마세요.,OK. Don’t worry.,
20200421,1,여기에 세워 주세요. 여기가 우리 집이에요.,Please stop (the car) here. Here is my house.,
20200421,2,"네, 어서 들어가세요.","Yes, please enter quickly.",
20200421,3,집까지 태워 주셔서 고맙습니다.,Thank you for giving me a ride home.,
20200421,4,아니에요. 다음에도 부탁하세요.,You are welcome. Please ask me next time.,
20200422,1,흐엉 씨를 만나면 이 책 좀 전해 줄 수 있어요?,Can you give this book to Ms. Huong when you see her?,
20200422,2,무슨 책이에요?,What book is it?,
20200422,3,지난번에 흐엉 씨한테서 빌린 책이에요.,It's a book that I borrowed from Ms. Huong the other time.,
20200422,4,"네, 제가 전해 드릴게요.","Yes, I'll give it to her.",
20200423,1,다음 주에 시간이 있어요?,Do you have time next week?,
20200423,2,"네, 저는 시간이 많아요. 왜요?","Yes, I have a plenty of time. Why?",
20200423,3,다음 주 토요일에 이사할 거예요. 와서 도와주실 수 있어요?,I am moving next Saturday. Can you come and help me?,
20200423,4,"네, 도와 드릴 수 있어요. 제가 짐을 옮겨 드릴까요?","Yes, I can help you. Do you want me to move your stuff?",
20200424,1,컴퓨터가 고장이 났어요. 한번 봐 주시겠어요?,My computer is out of order. Would you look at it?,
20200424,2,간단한 고장이군요.,It is a simple problem.,
20200424,3,그래요? 저는 서비스 센터에 맡기려고 했어요.,Really? I was going to leave it at the service center.,
20200424,4,이 정도는 저도 고칠 수 있어요.,I can fix to this extent.,
20200425,1,전화로) 지금 뭐 하고 있어요?,(On the phone) What are you doing now?,
20200425,2,방이 너무 더러워서 청소를 하고 있어요.,"The room is so messy, so I am cleaning it.",
20200425,3,그럼 청소를 다 하고 영화 보러 갈래요?,"Then, shall we go to watch a movie after you finish cleaning?",
20200425,4,좋아요. 거의 다 끝났어요.,That sounds great. It's almost done.,
20200427,1,스티브 씨가 요리를 했으니까 설거지는 제가 할게요.,"Since Mr. Steve cooked the food, I will wash the dishes.",
20200427,2,아니에요. 제가 할게요.,"No, I will do.",
20200427,3,괜찮아요. 설거지를 하면 스트레스가 풀려요.,"It's OK. If I wash the dishes, it relieves my stress.",
20200427,4,고마워요. 그럼 저쪽에 있는 장갑을 끼고 설거지를 하세요.,"Thank you. Please put on gloves over there. With gloves on, please wash the dishes.",
20200428,1,청소기를 하나 사고 싶어요. 무슨 청소기가 좋아요?,I want to buy a vacuum cleaner. What kind of vacuum cleaner would it be good?,
20200428,2,글쎄요. 저는 청소기를 쓰지 않고 직접 쓸고 닦아요.,"Well, I personally sweep and mop without using a vacuum cleaner.",
20200428,3,힘들지 않아요?,Isn't it hard?,
20200428,4,집이 작아서 별로 안 힘들어요.,It's not that hard because my house is small.,
20200429,1,왜 앞치마를 하고 있어요?,Why are you wearing an apron?,
20200429,2,우리 집에 처음 왔으니까 제가 맛있는 음식을 해 줄게요.,I will cook delicious food for you because this is your first visit to my house.,
20200429,3,무슨 음식을 만들어 줄 거예요?,What kind of food are you going to cook?,
20200429,4,탕수육을 만들어 줄게요.,I will cook sweet and sour fried pork.,
20200430,1,전화로) 지금 뭐 하고 계세요?,(On the phone) What are you doing now?,
20200430,2,빨래를 개고 있어요.,I am folding the laundry.,
20200430,3,빨래가 많아요?,Do you have a lot of laundry?,
20200430,4,"네, 가족이 많아서 빨래가 많아요.","Yes, my family is big, so we have a lot of laundry.",
20200501,1,집안일이 많아요?,Do you have a lot of household chores?,
20200501,2,"아니요, 혼자 살아서 많지 않아요. 그런데 좀 귀찮아요.","No, I don't have that much household chores as I live alone. But they are bothersome though.",
20200501,3,집안일 중에서 뭐가 제일 귀찮아요?,"Among household chores, what is the most bothersome?",
20200501,4,쓰레기를 버리는 일이 제일 귀찮아요.,Throwing out the garbage is the most bothersome.,
20200502,1,배드민턴을 같이 칠까요?,Shall we play badminton together?,
20200502,2,"네, 좋아요. 그런데 저는 배드민턴 채가 없어요.","Yes, that sounds good. But I don't have a badminton racket.",
20200502,3,저는 배드민턴 채가 있어요. 제 것으로 칩시다.,I have badminton rackets. Let's use mine to play.,
20200502,4,"네, 그럼 가져오세요. 기다릴게요.","Yes, please bring yours. I will wait.",
20200504,1,우리 동호회에서 누가 제일 마음에 들어요?,Who do you like most in our club?,
20200504,2,서연 씨요. 제가 좋아하는 스타일이에요.,Ms. Seoyon. She is my type.,
20200504,3,그래요? 활발한 성격을 좋아하는군요.,Really? You like someone with outgoing personality.,
20200504,4,"네, 저는 그런 성격이 좋아요.","Yes, I like such personality.",
20200505,1,"흐엉 씨, 서연 씨의 취미가 뭐예요?","Ms. Huong, what is Ms. Seoyon's hobby?",
20200505,2,영화 감상인 것 같아요. 서연 씨는 영화를 자주 보러 가요.,It seems to be watching movies. Ms. Seoyon often goes to watch movies.,
20200505,3,저와 취미가 같네요.,I have the same hobby.,
20200505,4,스티브 씨도 영화를 좋아하세요? 몰랐어요.,Does Mr. Steve like movies? I didn’t know.,
20200506,1,서연 씨는 회사 일이 많은 것 같아요.,It seems that Ms. Seoyon has a lot of work at her company.,
20200506,2,왜 그렇게 생각해요?,Why do you think so?,
20200506,3,전화하면 항상 회사에서 일하고 있어요.,"Whenever I call her, she always works at her company.",
20200506,4,서연 씨가 바빠서 남자 친구를 못 사귀는군요.,Ms. Seoyon cannot make a boyfriend because she is busy.,
20200507,1,서연 씨도 스티브 씨를 좋아하는 것 같아요?,"Do you think Ms. Seoyon also likes you, Mr. Steve?",
20200507,2,글쎄요. 서연 씨는 저에게 별로 관심이 없는 것 같아요.,Well. It seems Ms. Seoyon is not interested in me that much,
20200507,3,제가 서연 씨에게 한번 물어볼까요?,Shall I ask Ms. Seoyon?,
20200507,4,"네, 물어봐 주세요. 서연 씨의 마음을 알고 싶어요.","Yes, please. I want to know Ms. Seoyon's mind.",
20200508,1,서연 씨는 대학교 때 뭘 전공했어요?,What did Ms. Seoyon major in when she was in college?,
20200508,2,서연 씨는 영문학을 전공한 것 같아요.,It seems that Ms. Seoyon majored in English literature.,
20200508,3,스티브 씨와 잘 맞네요. 스티브 씨도 문학을 좋아하지요?,"She is a good match with you, Mr. Steve. Mr. Steve, don’t you like literature, too?",
20200508,4,좋아하지만 잘 몰라요.,"Yes, I like it but I don’t know much about it.",
20200509,1,서연 씨에게 선물을 사 주려고 해요. 무슨 선물이 좋을까요?,I am going to buy Ms. Seoyon a present. What kind of present would be good?,
20200509,2,곰 인형은 어때요?,How about a teddy bear?,
20200509,3,인형은 싫어할 것 같아요.,I guess she would not like a stuffed animal.,
20200509,4,그럼 귀걸이나 목걸이가 좋을 것 같아요.,"Then, I think earrings or necklaces would be good.",
20200511,1,요즘 살이 너무 쪄서 걱정이에요.,I am worried about gaining weight these days.,
20200511,2,운동을 안 하세요?,Don’t you do exercise?,
20200511,3,"네, 운동을 안 해서 살이 찌는 것 같아요. 야식도 자주 먹고요.","No, I don't. I am gaining weight because I don’t do exercise. I also eat late night snack often.",
20200511,4,그럼 우리 운동을 하러 다닐까요?,"Then, shall we go together to do exercise?",
20200512,1,밤에 잠을 못 자서 요즘 계속 피곤해요.,These days I am tired all the time because I don’t sleep well at night.,
20200512,2,왜 잠을 못 주무세요?,Why don't you sleep well?,
20200512,3,스트레스 때문에 잠을 못 자는 것 같아요.,It think I don't sleep well because of stress.,
20200512,4,스트레스는 건강에 나쁘니까 너무 스트레스를 받지 마세요.,Don’t get stressed too much because it is bad for your health.,
20200513,1,어제부터 머리가 아프고 콧물이 나네요.,I have had a headache and a runny nose since yesterday.,
20200513,2,감기 아니에요?,Isn't it a cold?,
20200513,3,그저께 얇은 옷을 입고 외출해서 감기에 걸린 것 같아요.,It think I have caught a cold because I went out in thin clothes.,
20200513,4,요즘 환절기이기 때문에 감기에 걸린 사람이 많아요.,There are many people who have caught a cold because of the seasonal change these days.,
20200514,1,커피를 많이 드시는군요. 하루에 몇 잔쯤 마셔요?,You drink a lot of coffee. How many cups do you drink per day?,
20200514,2,하루에 한 세 잔 마셔요.,I drink about three cups per day.,
20200514,3,커피는 위에 나쁘니까 너무 많이 드시지 마세요.,Don't drink coffee too much because it is bad for your stomach.,
20200514,4,저는 커피를 안 마시면 졸리기 때문에 커피를 많이 마셔요.,I drink a lot of coffee because I feel sleepy when I don't drink it.,
20200515,1,안색이 안 좋네요.,You don’t look good.,
20200515,2,감기 때문이에요. 그런데 할 일이 많아서 걱정이에요.,It's because of a cold. So I am worried because I have so much work to do.,
20200515,3,과로하지 마세요. 병원에 갔어요?,Don’t overwork yourself. Have you been to the hospital?,
20200515,4,"아니요, 이따가 병원에 가려고 해요.","No, I will go to the hospital later.",
20200516,1,스티브 씨는 인스턴트식품을 자주 먹는 것 같아요.,"Mr. Steve, you seem to eat instant food often.",
20200516,2,"네, 하루에 한 번쯤 먹어요.","Yes, I eat it almost once a day.",
20200516,3,좀 줄이세요. 인스턴트식품을 많이 먹으면 건강이 나빠져요.,"Please cut it down. If you eat too much instant food, your health will worsen.",
20200516,4,알겠어요. 그럼 오늘부터 덜 먹을게요.,"Yes, I know. I will try to eat it less from today.",
20200518,1,요즘 일 때문에 스트레스가 쌓여서 건강이 나빠졌어요.,"I've been stressed out lately because of my work, so my health has gotten worse.",
20200518,2,저하고 같이 운동을 하러 다닐래요? 저는 회사 앞에 있는 헬스클럽에 다녀요.,Will you come with me to do exercise? I go to a fitness club in front of my company.,
20200518,3,그래요? 거기는 시설이 어때요?,Do you? How is the facility there?,
20200518,4,새로 생긴 헬스클럽이어서 새 운동 기구가 많아요.,"It's a newly-opened fitness club, so it has a lot of new exercise equipment.",
20200519,1,어서 오십시오. 저희 헬스클럽은 처음이십니까?,Welcome. Is this your first time to visit our fitness club?,
20200519,2,"네, 건강이 좀 안 좋아져서 운동을 시작하려고요.","Yes. My health has gotten worse, so I want to start exercise.",
20200519,3,잘 오셨습니다. 오늘 회원 등록을 하시겠습니까?,Good. Would you like to register yourself as a member today?,
20200519,4,먼저 시설을 둘러볼 수 있어요?,May I first look around the facility?,
20200520,1,전에 무슨 운동을 하셨어요?,What kinds of exercises have you done before?,
20200520,2,두 달 정도 요가를 해 봤어요.,I have tried practicing yoga for about two months.,
20200520,3,요가도 좋지만 먼저 근력을 키우세요.,"Yoga may be good, but you need to develop your muscle strength first.",
20200520,4,근력 운동은 힘들지 않아요?,Isn't the exercise to develop muscle strength hard,
20200521,1,헬스클럽에서 운동해 보셨어요?,Have you exercised at a fitness club?,
20200521,2,"아니요, 운동을 안 해 봤어요. 여기 시설이 좋아서 오늘 등록하려고요.","No, I haven't exercised. Here the facility is good, so I would like to register myself today.",
20200521,3,잘 생각하셨습니다. 다른 회원분이 소개하셔서 10퍼센트 할인됩니다.,It's a good idea. You get 10% discount because of the reference from another member.,
20200521,4,잘됐네요. 등록비가 비싸서 좀 걱정했어요.,It's good. I was a bit worried because the registration fee is expensive.,
20200522,1,오늘은 유산소 운동을 하고 싶어요.,I want to do aerobic exercise today.,
20200522,2,"회원님, 운동하시기 전에 준비 운동부터 하세요.","Madam, please do some warm ups first before you start exercise.",
20200522,3,그래요? 어떻게 하는 거예요?,Should I? How do I do it?,
20200522,4,언제나 스트레칭부터 하는 것이 좋습니다. 저를 따라 하세요.,It is always good to start with stretching your body. Please try to copy me.,
20200523,1,운동을 해서 요즘 몸이 가벼워진 것 같아요.,I feel my body has become lighter these days since I have exercised.,
20200523,2,일주일에 세 번은 운동을 하셔야 해요. 자주 하는 것이 중요합니다.,You should exercise three times a week. It is important to exercise frequently.,
20200523,3,일이 많아서 자주 올 수 없을 것 같아요.,I cannot come frequently as I have a lot of work to do.,
20200523,4,회사가 가까우니까 잠깐 시간을 내서 오세요. 30분 정도 유산소 운동을 하시면 좋습니다.,Please take a few minutes to come as your company is nearby. It is good to do aerobic exercise for about 30 minutes.,
20200525,1,가족 여행을 가려고 알아보고 있어요. 좋은 곳이 있어요?,I am searching information to go on a family trip. Is there a good place to go?,
20200525,2,가서 뭘 하고 싶어요?,What would you like to do on your trip?,
20200525,3,아이들이 물놀이를 좋아해요. 그래서 물놀이를 할 수 있는 곳이 좋을 것 같아요.,My kids like water activities. So places where they can do some water activities would be good.,
20200525,4,그럼 새로 생긴 워터파크는 어때요? 서울에서 멀지 않고 근처에 맛집도 많아요.,Then how about a newly opened water park? It is not far from Seoul and there are many good restaurants nearby.,
20200526,1,곧 여름 휴가인데 휴가 때 뭘 할 거예요?,The summer vacation is coming soon; what would you like to do during the vacation?,
20200526,2,국내 여행을 하고 싶은데 좋은 곳을 알아요?,I want to travel around the country; do you know a good place to go?,
20200526,3,저는 작년에 제주도에서 자전거로 여행을 했어요. 경치가 아름다웠어요.,I travelled around in Jeju Island by bicycle last year. The scenery was beautiful.,
20200526,4,저는 차로만 여행을 해 봤는데 자전거 여행도 좋을 것 같아요.,"I travelled around only by car, but it would be good to travel around by bicycle.",
20200527,1,전주에 여행을 가는데 어디에서 묵으면 좋을까요?,I am planning to go to Jeonju. Where should I stay?,
20200527,2,한옥은 어때요? 전에 한옥에서 묵은 적이 있어요.,How about a traditional Korean house? I have stayed at a traditional Korean house before.,
20200527,3,그래요? 불편하지 않았어요?,Have you? Wasn't it uncomfortable?,
20200527,4,전혀 불편하지 않았어요. 아주 조용하고 방바닥이 따뜻해서 좋았어요.,"No, it was not uncomfortable at all. It was nice because it was so quiet and the floor of the room was warm.",
20200528,1,혼자 여행을 한 적이 있어요?,Have you travelled alone before?,
20200528,2,"아니요, 혼자 여행을 한 적이 없어요. 서연 씨는요?","No, I have not travelled alone before. How about you Ms. Seoyon?",
20200528,3,저는 혼자 여행을 자주 해요. 혼자 여행하면 마음대로 구경하고 쉴 수 있어서 좋아요.,I travel alone frequently. It's nice to be able to look around and take a rest at my disposal if I travel alone.,
20200528,4,저도 혼자 여행을 해 보고 싶어요.,I would like to travel alone.,
20200529,1,지금까지 여행한 곳 중에서 어디가 제일 좋았어요?,Where is the best place you have travelled so far?,
20200529,2,저는 재작년에 간 프랑스가 좋았어요.,I liked France that I went to the year before last.,
20200529,3,왜 거기가 제일 기억에 남아요?,Why is there the most memorable place?,
20200529,4,박물관과 미술관이 많아서 좋았어요. 그리고 시골 풍경이 아주 아름다웠어요.,It was nice because there are many museums and art galleries. And the scenery in the countryside was so beautiful.,
20200530,1,방학에 어디에 갔어요?,Where did you go during the vacation?,
20200530,2,부산에 가서 수영도 하고 회도 먹었어요.,"I went to Busan, where I went swimming and ate raw fish.",
20200530,3,바닷가여서 해물이 신선하겠어요.,The seafood must be fresh as it is on the coast.,
20200530,4,"네, 서울보다 해물이 신선하고 맛있었어요.","Yes, seafood there was fresher and more delicious than Seoul.",
20200601,1,남자 친구 있어요?,Do you have a boyfriend?,
20200601,2,"아니요, 없어요. 남자 친구하고 헤어진 지 3개월 됐어요.","No, I don’t have. It's been three months since I broke up with my boyfriend.",
